Period,VI,Method,Plot_ID,Nitrogen_Level,Value,Reference_Value,Signed_Error,Absolute_Error
0531,NDVI,ELC3,10,N3,0.6806823542136902,0.8016979582512981,-0.12101560403760792,0.12101560403760792
0531,NDVI,ELC3,11,N3,0.6728751912164802,0.6569832465808015,0.015891944635678668,0.015891944635678668
0531,NDVI,ELC3,12,N3,0.7355038761300238,0.7433212930913607,-0.007817416961336976,0.007817416961336976
0531,NCNI,RTM,1,N1,0.009348154840841822,0.011799788690756256,-0.002451633849914434,0.002451633849914434
0531,NCNI,RTM,2,N1,0.011297341364999146,0.015915464561782965,-0.004618123196783818,0.004618123196783818
0531,NCNI,RTM,3,N1,0.0111703846033905,0.014367015203252545,-0.003196630599862046,0.003196630599862046
0531,NCNI,RTM,4,N1,0.008694950231761972,0.009833756769033444,-0.0011388065372714713,0.0011388065372714713
0531,NCNI,RTM,5,N1,0.008998808517879138,0.011228171812779894,-0.0022293632949007564,0.0022293632949007564
0531,NCNI,RTM,6,N1,0.010836026365085358,0.014548732331865377,-0.003712705966780019,0.003712705966780019
0531,NCNI,RTM,7,N3,0.05854410900961384,0.0868428593662128,-0.028298750356598963,0.028298750356598963
0531,NCNI,RTM,8,N3,0.04704673454669737,0.0646537029856667,-0.017606968438969327,0.017606968438969327
0531,NCNI,RTM,9,N3,0.05363367758614571,0.06254215755054635,-0.008908479964400633,0.008908479964400633
0531,NCNI,RTM,10,N3,0.049994659353705846,0.09945557802190268,-0.04946091866819683,0.04946091866819683
0531,NCNI,RTM,11,N3,0.042452044420623974,0.0430466219452817,-0.0005945775246577259,0.0005945775246577259
0531,NCNI,RTM,12,N3,0.058271481912019966,0.06384081806638175,-0.005569336154361788,0.005569336154361788
0531,NCNI,ELC,1,N1,0.008665105338608772,0.011799788690756256,-0.003134683352147484,0.003134683352147484
0531,NCNI,ELC,2,N1,0.01050798328127726,0.015915464561782965,-0.005407481280505704,0.005407481280505704
0531,NCNI,ELC,3,N1,0.010395011673009666,0.014367015203252545,-0.003972003530242879,0.003972003530242879
0531,NCNI,ELC,4,N1,0.00804182747044362,0.009833756769033444,-0.0017919292985898241,0.0017919292985898241
0531,NCNI,ELC,5,N1,0.008319146123879292,0.011228171812779894,-0.0029090256889006023,0.0029090256889006023
0531,NCNI,ELC,6,N1,0.010055137815586708,0.014548732331865377,-0.004493594516278669,0.004493594516278669
0531,NCNI,ELC,7,N3,0.055728167873715054,0.0868428593662128,-0.03111469149249775,0.03111469149249775
0531,NCNI,ELC,8,N3,0.04471059885810246,0.0646537029856667,-0.019943104127564233,0.019943104127564233
0531,NCNI,ELC,9,N3,0.05102842482782667,0.06254215755054635,-0.011513732722719675,0.011513732722719675
0531,NCNI,ELC,10,N3,0.04757754557369177,0.09945557802190268,-0.05187803244821091,0.05187803244821091
0531,NCNI,ELC,11,N3,0.04036880123990523,0.0430466219452817,-0.00267782070537647,0.00267782070537647
0531,NCNI,ELC,12,N3,0.05553706726623827,0.06384081806638175,-0.008303750800143485,0.008303750800143485
0531,NCNI,ELC3,1,N1,0.009525042016736558,0.011799788690756256,-0.002274746674019699,0.002274746674019699
0531,NCNI,ELC3,2,N1,0.0115390130511361,0.015915464561782965,-0.004376451510646865,0.004376451510646865
0531,NCNI,ELC3,3,N1,0.011440905371498675,0.014367015203252545,-0.0029261098317538703,0.0029261098317538703
0531,NCNI,ELC3,4,N1,0.008869674727806608,0.009833756769033444,-0.000964082041226836,0.000964082041226836
0531,NCNI,ELC3,5,N1,0.009114474354215049,0.011228171812779894,-0.0021136974585648453,0.0021136974585648453
0531,NCNI,ELC3,6,N1,0.011027449375399751,0.014548732331865377,-0.003521282956465626,0.003521282956465626
0531,NCNI,ELC3,7,N3,0.06600198353609651,0.0868428593662128,-0.02084087583011629,0.02084087583011629
0531,NCNI,ELC3,8,N3,0.05230751006973589,0.0646537029856667,-0.012346192915930802,0.012346192915930802
0531,NCNI,ELC3,9,N3,0.06003280065823297,0.06254215755054635,-0.0025093568923133733,0.0025093568923133733
0531,NCNI,ELC3,10,N3,0.054862830097070464,0.09945557802190268,-0.04459274792483221,0.04459274792483221
0531,NCNI,ELC3,11,N3,0.04690462989487619,0.0430466219452817,0.00385800794959449,0.00385800794959449
0531,NCNI,ELC3,12,N3,0.06552314945355227,0.06384081806638175,0.0016823313871705131,0.0016823313871705131
0531,NDWI_1640,RTM,1,N1,0.04086493671023506,-0.0349205329251165,0.07578546963535157,0.07578546963535157
0531,NDWI_1640,RTM,2,N1,0.07103651757488103,0.00030172114109198653,0.07073479643378904,0.07073479643378904
0531,NDWI_1640,RTM,3,N1,0.09240823743757,-0.008145739445063895,0.1005539768826339,0.1005539768826339
0531,NDWI_1640,RTM,4,N1,0.0652883956958081,-0.03698397931384156,0.10227237500964967,0.10227237500964967
0531,NDWI_1640,RTM,5,N1,0.054018507775574404,-0.0355358932598821,0.0895544010354565,0.0895544010354565
0531,NDWI_1640,RTM,6,N1,0.07468078808382572,-0.009328771652188633,0.08400955973601436,0.08400955973601436
0531,NDWI_1640,RTM,7,N3,0.4230842207490758,0.3807191278601351,0.04236509288894069,0.04236509288894069
0531,NDWI_1640,RTM,8,N3,0.3940573462108758,0.3317175383768712,0.06233980783400461,0.06233980783400461
0531,NDWI_1640,RTM,9,N3,0.40357033192602443,0.31447751014652553,0.0890928217794989,0.0890928217794989
0531,NDWI_1640,RTM,10,N3,0.370796185987364,0.357582132938537,0.013214053048827001,0.013214053048827001
0531,NDWI_1640,RTM,11,N3,0.3648749613311436,0.2364194040526894,0.1284555572784542,0.1284555572784542
0531,NDWI_1640,RTM,12,N3,0.41929486298383567,0.31263601160811416,0.10665885137572151,0.10665885137572151
0531,NDWI_1640,ELC,1,N1,0.0015061502041940887,-0.0349205329251165,0.03642668312931059,0.03642668312931059
0531,NDWI_1640,ELC,2,N1,0.031705706087036684,0.00030172114109198653,0.0314039849459447,0.0314039849459447
0531,NDWI_1640,ELC,3,N1,0.05318327979263785,-0.008145739445063895,0.061329019237701746,0.061329019237701746
0531,NDWI_1640,ELC,4,N1,0.025782013629654422,-0.03698397931384156,0.06276599294349598,0.06276599294349598
0531,NDWI_1640,ELC,5,N1,0.014586691562873101,-0.0355358932598821,0.0501225848227552,0.0501225848227552
0531,NDWI_1640,ELC,6,N1,0.03545108957319397,-0.009328771652188633,0.044779861225382606,0.044779861225382606
0531,NDWI_1640,ELC,7,N3,0.39027973486063516,0.3807191278601351,0.009560607000500043,0.009560607000500043
0531,NDWI_1640,ELC,8,N3,0.3604557924880978,0.3317175383768712,0.028738254111226602,0.028738254111226602
0531,NDWI_1640,ELC,9,N3,0.37024212571610154,0.31447751014652553,0.055764615569576015,0.055764615569576015
0531,NDWI_1640,ELC,10,N3,0.3363623413226487,0.357582132938537,-0.021219791615888328,0.021219791615888328
0531,NDWI_1640,ELC,11,N3,0.330348805570868,0.2364194040526894,0.09392940151817858,0.09392940151817858
0531,NDWI_1640,ELC,12,N3,0.3864714856714233,0.31263601160811416,0.07383547406330915,0.07383547406330915
0531,NDWI_1640,ELC3,1,N1,-0.002827787325748344,-0.0349205329251165,0.03209274559936816,0.03209274559936816
0531,NDWI_1640,ELC3,2,N1,0.027190781512337673,0.00030172114109198653,0.026889060371245686,0.026889060371245686
0531,NDWI_1640,ELC3,3,N1,0.048365657052986184,-0.008145739445063895,0.05651139649805008,0.05651139649805008
0531,NDWI_1640,ELC3,4,N1,0.02121822950115219,-0.03698397931384156,0.058202208814993744,0.058202208814993744
0531,NDWI_1640,ELC3,5,N1,0.010590856245598999,-0.0355358932598821,0.046126749505481096,0.046126749505481096
0531,NDWI_1640,ELC3,6,N1,0.031068529040988654,-0.009328771652188633,0.04039730069317729,0.04039730069317729
0531,NDWI_1640,ELC3,7,N3,0.3838798828154919,0.3807191278601351,0.0031607549553567815,0.0031607549553567815
0531,NDWI_1640,ELC3,8,N3,0.3539787791867047,0.3317175383768712,0.022261240809833494,0.022261240809833494
0531,NDWI_1640,ELC3,9,N3,0.36417543808219416,0.31447751014652553,0.04969792793566863,0.04969792793566863
0531,NDWI_1640,ELC3,10,N3,0.3307694983801541,0.357582132938537,-0.026812634558382897,0.026812634558382897
0531,NDWI_1640,ELC3,11,N3,0.3243192675954567,0.2364194040526894,0.0878998635427673,0.0878998635427673
0531,NDWI_1640,ELC3,12,N3,0.380351971670916,0.31263601160811416,0.06771596006280184,0.06771596006280184
0531,NRI850_1510,RTM,1,N1,0.09350357479682854,0.028854170887490333,0.06464940390933821,0.06464940390933821
0531,NRI850_1510,RTM,2,N1,0.12909252088288883,0.0731503325377967,0.05594218834509214,0.05594218834509214
0531,NRI850_1510,RTM,3,N1,0.15346260075296633,0.060750982953631356,0.09271161779933498,0.09271161779933498
0531,NRI850_1510,RTM,4,N1,0.11718027262383339,0.023494841581286847,0.09368543104254654,0.09368543104254654
0531,NRI850_1510,RTM,5,N1,0.10648250351237992,0.02424847902851952,0.0822340244838604,0.0822340244838604
0531,NRI850_1510,RTM,6,N1,0.13382997521134848,0.06256527162151972,0.07126470358982877,0.07126470358982877
0531,NRI850_1510,RTM,7,N3,0.5866055552755043,0.5626990681502125,0.023906487125291753,0.023906487125291753
0531,NRI850_1510,RTM,8,N3,0.5558677123086313,0.5047655508235496,0.05110216148508173,0.05110216148508173
0531,NRI850_1510,RTM,9,N3,0.5733646160762216,0.4906470952377711,0.08271752083845046,0.08271752083845046
0531,NRI850_1510,RTM,10,N3,0.52356054232635,0.5426620172620565,-0.019101474935706575,0.019101474935706575
0531,NRI850_1510,RTM,11,N3,0.5286961823578172,0.39151593754992897,0.13718024480788826,0.13718024480788826
0531,NRI850_1510,RTM,12,N3,0.5929125924634807,0.4888071458942997,0.10410544656918103,0.10410544656918103
0531,NRI850_1510,ELC,1,N1,0.06190590763186624,0.028854170887490333,0.033051736744375906,0.033051736744375906
0531,NRI850_1510,ELC,2,N1,0.09797344948999699,0.0731503325377967,0.024823116952200297,0.024823116952200297
0531,NRI850_1510,ELC,3,N1,0.12234806611956515,0.060750982953631356,0.0615970831659338,0.0615970831659338
0531,NRI850_1510,ELC,4,N1,0.08577623942503101,0.023494841581286847,0.06228139784374417,0.06228139784374417
0531,NRI850_1510,ELC,5,N1,0.07443071664436203,0.02424847902851952,0.050182237615842507,0.050182237615842507
0531,NRI850_1510,ELC,6,N1,0.10192542351372631,0.06256527162151972,0.039360151892206596,0.039360151892206596
0531,NRI850_1510,ELC,7,N3,0.5661088572632332,0.5626990681502125,0.0034097891130207003,0.0034097891130207003
0531,NRI850_1510,ELC,8,N3,0.5343739317807299,0.5047655508235496,0.029608380957180325,0.029608380957180325
0531,NRI850_1510,ELC,9,N3,0.552237825758172,0.4906470952377711,0.06159073052040093,0.06159073052040093
0531,NRI850_1510,ELC,10,N3,0.5005988499139764,0.5426620172620565,-0.04206316734808013,0.04206316734808013
0531,NRI850_1510,ELC,11,N3,0.5063195594568893,0.39151593754992897,0.11480362190696036,0.11480362190696036
0531,NRI850_1510,ELC,12,N3,0.5734742361409078,0.4888071458942997,0.08466709024660807,0.08466709024660807
0531,NRI850_1510,ELC3,1,N1,0.05510167940870012,0.028854170887490333,0.02624750852120979,0.02624750852120979
0531,NRI850_1510,ELC3,2,N1,0.0905765558573496,0.0731503325377967,0.017426223319552903,0.017426223319552903
0531,NRI850_1510,ELC3,3,N1,0.11425555022818841,0.060750982953631356,0.053504567274557054,0.053504567274557054
0531,NRI850_1510,ELC3,4,N1,0.07845086084774111,0.023494841581286847,0.05495601926645426,0.05495601926645426
0531,NRI850_1510,ELC3,5,N1,0.0680530535155113,0.02424847902851952,0.04380457448699178,0.04380457448699178
0531,NRI850_1510,ELC3,6,N1,0.09469612504519861,0.06256527162151972,0.0321308534236789,0.0321308534236789
0531,NRI850_1510,ELC3,7,N3,0.5499140878824836,0.5626990681502125,-0.012784980267728896,0.012784980267728896
0531,NRI850_1510,ELC3,8,N3,0.5183634241502251,0.5047655508235496,0.013597873326675503,0.013597873326675503
0531,NRI850_1510,ELC3,9,N3,0.5367622619873913,0.4906470952377711,0.046115166749620184,0.046115166749620184
0531,NRI850_1510,ELC3,10,N3,0.48679521470025966,0.5426620172620565,-0.05586680256179688,0.05586680256179688
0531,NRI850_1510,ELC3,11,N3,0.4914465713869421,0.39151593754992897,0.09993063383701312,0.09993063383701312
0531,NRI850_1510,ELC3,12,N3,0.5576178748165636,0.4888071458942997,0.06881072892226386,0.06881072892226386
0531,LWVI2,RTM,1,N1,0.00366298873848188,0.00345664819500616,0.0002063405434757199,0.0002063405434757199
0531,LWVI2,RTM,2,N1,0.015917206864625853,0.018428765604483702,-0.002511558739857849,0.002511558739857849
0531,LWVI2,RTM,3,N1,0.01745984288039169,0.015637332654714692,0.0018225102256769973,0.0018225102256769973
0531,LWVI2,RTM,4,N1,0.010746421043341866,0.005727768011307154,0.005018653032034711,0.005018653032034711
0531,LWVI2,RTM,5,N1,0.007247215484184938,0.005723589756422046,0.0015236257277628923,0.0015236257277628923
0531,LWVI2,RTM,6,N1,0.014112093445237561,0.013104955286910006,0.0010071381583275554,0.0010071381583275554
0531,LWVI2,RTM,7,N3,0.15413338992481815,0.1479881968239634,0.0061451931008547345,0.0061451931008547345
0531,LWVI2,RTM,8,N3,0.139933302074344,0.13175931836927662,0.00817398370506739,0.00817398370506739
0531,LWVI2,RTM,9,N3,0.14477413515359872,0.12322293806578939,0.021551197087809323,0.021551197087809323
0531,LWVI2,RTM,10,N3,0.13271429399319074,0.13617116192831868,-0.0034568679351279497,0.0034568679351279497
0531,LWVI2,RTM,11,N3,0.12880598578709926,0.09650715297509452,0.03229883281200474,0.03229883281200474
0531,LWVI2,RTM,12,N3,0.14828053391719132,0.12109244773159991,0.027188086185591404,0.027188086185591404
0531,LWVI2,ELC,1,N1,0.0015333641698012707,0.00345664819500616,-0.0019232840252048895,0.0019232840252048895
0531,LWVI2,ELC,2,N1,0.013459746951418394,0.018428765604483702,-0.004969018653065309,0.004969018653065309
0531,LWVI2,ELC,3,N1,0.01502299545495172,0.015637332654714692,-0.000614337199762973,0.000614337199762973
0531,LWVI2,ELC,4,N1,0.008240152459043543,0.005727768011307154,0.002512384447736389,0.002512384447736389
0531,LWVI2,ELC,5,N1,0.00491711893984209,0.005723589756422046,-0.0008064708165799557,0.0008064708165799557
0531,LWVI2,ELC,6,N1,0.011561052312815455,0.013104955286910006,-0.0015439029740945513,0.0015439029740945513
0531,LWVI2,ELC,7,N3,0.15029481787384869,0.1479881968239634,0.0023066210498852713,0.0023066210498852713
0531,LWVI2,ELC,8,N3,0.13613834670642197,0.13175931836927662,0.0043790283371453465,0.0043790283371453465
0531,LWVI2,ELC,9,N3,0.14089006644945345,0.12322293806578939,0.017667128383664063,0.017667128383664063
0531,LWVI2,ELC,10,N3,0.1288294414769123,0.13617116192831868,-0.0073417204514063805,0.0073417204514063805
0531,LWVI2,ELC,11,N3,0.1249611797295901,0.09650715297509452,0.028454026754495584,0.028454026754495584
0531,LWVI2,ELC,12,N3,0.14353185394522455,0.12109244773159991,0.02243940621362464,0.02243940621362464
0531,LWVI2,ELC3,1,N1,0.001159417465349797,0.00345664819500616,-0.002297230729656363,0.002297230729656363
0531,LWVI2,ELC3,2,N1,0.012876020154313276,0.018428765604483702,-0.0055527454501704265,0.0055527454501704265
0531,LWVI2,ELC3,3,N1,0.01433507144782925,0.015637332654714692,-0.0013022612068854418,0.0013022612068854418
0531,LWVI2,ELC3,4,N1,0.007708471176221136,0.005727768011307154,0.001980703164913982,0.001980703164913982
0531,LWVI2,ELC3,5,N1,0.004528517947996469,0.005723589756422046,-0.0011950718084255772,0.0011950718084255772
0531,LWVI2,ELC3,6,N1,0.011011468827288895,0.013104955286910006,-0.0020934864596211106,0.0020934864596211106
0531,LWVI2,ELC3,7,N3,0.1471364874588787,0.1479881968239634,-0.0008517093650847185,0.0008517093650847185
0531,LWVI2,ELC3,8,N3,0.133209298954113,0.13175931836927662,0.0014499805848363634,0.0014499805848363634
0531,LWVI2,ELC3,9,N3,0.13806904879564663,0.12322293806578939,0.01484611072985724,0.01484611072985724
0531,LWVI2,ELC3,10,N3,0.12631166797761154,0.13617116192831868,-0.009859493950707149,0.009859493950707149
0531,LWVI2,ELC3,11,N3,0.12240600374013176,0.09650715297509452,0.025898850765037243,0.025898850765037243
0531,LWVI2,ELC3,12,N3,0.1406740339051518,0.12109244773159991,0.01958158617355188,0.01958158617355188
0531,NDNI,RTM,1,N1,-0.12774007104583435,-0.04714717916237488,-0.08059289188345947,0.08059289188345947
0531,NDNI,RTM,2,N1,-0.14954656325681856,-0.07011728864536554,-0.07942927461145302,0.07942927461145302
0531,NDNI,RTM,3,N1,-0.1750072237638931,-0.06228531775777371,-0.1127219060061194,0.1127219060061194
0531,NDNI,RTM,4,N1,-0.1471385344350309,-0.0420404256461302,-0.10509810878890069,0.10509810878890069
0531,NDNI,RTM,5,N1,-0.13635714072099256,-0.04206921399301639,-0.09428792672797617,0.09428792672797617
0531,NDNI,RTM,6,N1,-0.1543256865839556,-0.0652798144869916,-0.08904587209696399,0.08904587209696399
0531,NDNI,RTM,7,N3,-0.471948500854862,-0.4139470293799234,-0.058001471474938615,0.058001471474938615
0531,NDNI,RTM,8,N3,-0.4522590113242804,-0.3663005745385198,-0.08595843678576065,0.08595843678576065
0531,NDNI,RTM,9,N3,-0.46324785513099864,-0.3615024664716835,-0.10174538865931515,0.10174538865931515
0531,NDNI,RTM,10,N3,-0.41943609901639684,-0.40687476771331127,-0.012561331303085566,0.012561331303085566
0531,NDNI,RTM,11,N3,-0.4312739667431673,-0.28722202930133867,-0.14405193744182865,0.14405193744182865
0531,NDNI,RTM,12,N3,-0.48569998762420613,-0.36203641475813486,-0.12366357286607127,0.12366357286607127
0531,NDNI,ELC,1,N1,-0.11556574255808476,-0.04714717916237488,-0.06841856339570987,0.06841856339570987
0531,NDNI,ELC,2,N1,-0.1380422183012638,-0.07011728864536554,-0.06792492965589828,0.06792492965589828
0531,NDNI,ELC,3,N1,-0.16314336847059943,-0.06228531775777371,-0.10085805071282572,0.10085805071282572
0531,NDNI,ELC,4,N1,-0.13795119917150359,-0.0420404256461302,-0.09591077352537339,0.09591077352537339
0531,NDNI,ELC,5,N1,-0.1255766162381924,-0.04206921399301639,-0.08350740224517603,0.08350740224517603
0531,NDNI,ELC,6,N1,-0.14130174566565842,-0.0652798144869916,-0.07602193117866682,0.07602193117866682
0531,NDNI,ELC,7,N3,-0.45510786230836187,-0.4139470293799234,-0.04116083292843847,0.04116083292843847
0531,NDNI,ELC,8,N3,-0.43720360729572955,-0.3663005745385198,-0.07090303275720977,0.07090303275720977
0531,NDNI,ELC,9,N3,-0.4451099648231494,-0.3615024664716835,-0.08360749835146591,0.08360749835146591
0531,NDNI,ELC,10,N3,-0.4011951117882432,-0.40687476771331127,0.005679655925068083,0.005679655925068083
0531,NDNI,ELC,11,N3,-0.413775722859298,-0.28722202930133867,-0.1265536935579593,0.1265536935579593
0531,NDNI,ELC,12,N3,-0.47024632242926123,-0.36203641475813486,-0.10820990767112637,0.10820990767112637
0531,NDNI,ELC3,1,N1,-0.07744347565759793,-0.04714717916237488,-0.03029629649522305,0.03029629649522305
0531,NDNI,ELC3,2,N1,-0.09953157550262878,-0.07011728864536554,-0.029414286857263244,0.029414286857263244
0531,NDNI,ELC3,3,N1,-0.12328711224194933,-0.06228531775777371,-0.061001794484175614,0.061001794484175614
0531,NDNI,ELC3,4,N1,-0.09970809999711971,-0.0420404256461302,-0.05766767435098952,0.05766767435098952
0531,NDNI,ELC3,5,N1,-0.09121710365158096,-0.04206921399301639,-0.04914788965856457,0.04914788965856457
0531,NDNI,ELC3,6,N1,-0.10388611713506193,-0.0652798144869916,-0.03860630264807033,0.03860630264807033
0531,NDNI,ELC3,7,N3,-0.4096031256453081,-0.4139470293799234,0.004343903734615295,0.004343903734615295
0531,NDNI,ELC3,8,N3,-0.39121863105881827,-0.3663005745385198,-0.024918056520298493,0.024918056520298493
0531,NDNI,ELC3,9,N3,-0.40117545239913593,-0.3615024664716835,-0.03967298592745244,0.03967298592745244
0531,NDNI,ELC3,10,N3,-0.3603346677586295,-0.40687476771331127,0.04654009995468178,0.04654009995468178
0531,NDNI,ELC3,11,N3,-0.3696923258846324,-0.28722202930133867,-0.08247029658329375,0.08247029658329375
0531,NDNI,ELC3,12,N3,-0.42694797374725585,-0.36203641475813486,-0.06491155898912099,0.06491155898912099
0612,NDVI,RTM,1,N1,0.29124208027249676,0.333968249002793,-0.04272616873029622,0.04272616873029622
0612,NDVI,RTM,2,N1,0.2999496568376557,0.3626238642114776,-0.0626742073738219,0.0626742073738219
0612,NDVI,RTM,3,N1,0.30727613425414224,0.3032061513655422,0.004069982888600054,0.004069982888600054
0612,NDVI,RTM,4,N1,0.2593911038862464,0.2574009731319918,0.0019901307542546376,0.0019901307542546376
0612,NDVI,RTM,5,N1,0.28936736477985675,0.3140322752878416,-0.02466491050798486,0.02466491050798486
0612,NDVI,RTM,6,N1,0.3020293775723048,0.3468608521573269,-0.044831474585022124,0.044831474585022124
0612,NDVI,RTM,7,N3,0.7946117971204878,0.811932865424238,-0.017321068303750242,0.017321068303750242
0612,NDVI,RTM,8,N3,0.792879974675812,0.8100619961266864,-0.01718202145087444,0.01718202145087444
0612,NDVI,RTM,9,N3,0.7935826648671157,0.8172098574006638,-0.023627192533548058,0.023627192533548058
0612,NDVI,RTM,10,N3,0.7501156273558451,0.7878302160493464,-0.037714588693501305,0.037714588693501305
0612,NDVI,RTM,11,N3,0.7441271681688792,0.7563895917919264,-0.012262423623047192,0.012262423623047192
0612,NDVI,RTM,12,N3,0.7993143724711279,0.8087675411622067,-0.009453168691078817,0.009453168691078817
0612,NDVI,ELC,1,N1,0.27884427824212465,0.333968249002793,-0.05512397076066833,0.05512397076066833
0612,NDVI,ELC,2,N1,0.28757836253654434,0.3626238642114776,-0.07504550167493323,0.07504550167493323
0612,NDVI,ELC,3,N1,0.2949632446002512,0.3032061513655422,-0.008242906765290992,0.008242906765290992
0612,NDVI,ELC,4,N1,0.24677612637449306,0.2574009731319918,-0.010624846757498724,0.010624846757498724
0612,NDVI,ELC,5,N1,0.2767844099373592,0.3140322752878416,-0.03724786535048241,0.03724786535048241
0612,NDVI,ELC,6,N1,0.2895235128008024,0.3468608521573269,-0.05733733935652452,0.05733733935652452
0612,NDVI,ELC,7,N3,0.7878136571722523,0.811932865424238,-0.02411920825198577,0.02411920825198577
0612,NDVI,ELC,8,N3,0.7859711178761872,0.8100619961266864,-0.02409087825049916,0.02409087825049916
0612,NDVI,ELC,9,N3,0.7866900178144952,0.8172098574006638,-0.03051983958616855,0.03051983958616855
0612,NDVI,ELC,10,N3,0.7423897925512627,0.7878302160493464,-0.04544042349808375,0.04544042349808375
0612,NDVI,ELC,11,N3,0.7362626953608998,0.7563895917919264,-0.02012689643102661,0.02012689643102661
0612,NDVI,ELC,12,N3,0.7923383004228538,0.8087675411622067,-0.016429240739352924,0.016429240739352924
0612,NDVI,ELC3,1,N1,0.3037625811439291,0.333968249002793,-0.03020566785886386,0.03020566785886386
0612,NDVI,ELC3,2,N1,0.31494981672028377,0.3626238642114776,-0.047674047491193805,0.047674047491193805
0612,NDVI,ELC3,3,N1,0.32387007940292745,0.3032061513655422,0.02066392803738526,0.02066392803738526
0612,NDVI,ELC3,4,N1,0.2692561540004886,0.2574009731319918,0.011855180868496795,0.011855180868496795
0612,NDVI,ELC3,5,N1,0.30143276993817875,0.3140322752878416,-0.012599505349662865,0.012599505349662865
0612,NDVI,ELC3,6,N1,0.31552466210902835,0.3468608521573269,-0.03133619004829857,0.03133619004829857
0612,NDVI,ELC3,7,N3,0.888421231304167,0.811932865424238,0.07648836587992891,0.07648836587992891
0612,NDVI,ELC3,8,N3,0.8868863495101685,0.8100619961266864,0.07682435338348215,0.07682435338348215
0612,NDVI,ELC3,9,N3,0.8841750037269901,0.8172098574006638,0.06696514632632633,0.06696514632632633
0612,NDVI,ELC3,10,N3,0.8366618454734911,0.7878302160493464,0.04883162942414465,0.04883162942414465
0612,NDVI,ELC3,11,N3,0.8321000663330352,0.7563895917919264,0.0757104745411088,0.0757104745411088
0612,NDVI,ELC3,12,N3,0.8984753868897226,0.8087675411622067,0.08970784572751589,0.08970784572751589
0612,NCNI,RTM,1,N1,0.013830483723894709,0.01889983742141173,-0.005069353697517022,0.005069353697517022
0612,NCNI,RTM,2,N1,0.014414205419281068,0.022177879891416157,-0.00776367447213509,0.00776367447213509
0612,NCNI,RTM,3,N1,0.014256527798936854,0.015178473132044108,-0.000921945333107254,0.000921945333107254
0612,NCNI,RTM,4,N1,0.010219550050372535,0.01061541479593723,-0.0003958647455646943,0.0003958647455646943
0612,NCNI,RTM,5,N1,0.013072689798487178,0.01627254562690838,-0.003199855828421201,0.003199855828421201
0612,NCNI,RTM,6,N1,0.013462227340157342,0.019074959010865693,-0.005612731670708351,0.005612731670708351
0612,NCNI,RTM,7,N3,0.07328840918881792,0.09163673456724228,-0.01834832537842436,0.01834832537842436
0612,NCNI,RTM,8,N3,0.07308588968848272,0.09276967330216446,-0.01968378361368174,0.01968378361368174
0612,NCNI,RTM,9,N3,0.07353490442088226,0.09142736618431045,-0.017892461763428194,0.017892461763428194
0612,NCNI,RTM,10,N3,0.06500663635612455,0.09129161395217937,-0.026284977596054818,0.026284977596054818
0612,NCNI,RTM,11,N3,0.052305599805218185,0.06183818391338716,-0.009532584108168977,0.009532584108168977
0612,NCNI,RTM,12,N3,0.07024467427525141,0.08311721687430466,-0.012872542599053252,0.012872542599053252
0612,NCNI,ELC,1,N1,0.01255643304168887,0.01889983742141173,-0.006343404379722861,0.006343404379722861
0612,NCNI,ELC,2,N1,0.01308235387349214,0.022177879891416157,-0.009095526017924018,0.009095526017924018
0612,NCNI,ELC,3,N1,0.01295995864420443,0.015178473132044108,-0.002218514487839678,0.002218514487839678
0612,NCNI,ELC,4,N1,0.009234837858031253,0.01061541479593723,-0.0013805769379059765,0.0013805769379059765
0612,NCNI,ELC,5,N1,0.01186186527561452,0.01627254562690838,-0.004410680351293859,0.004410680351293859
0612,NCNI,ELC,6,N1,0.012226607858359644,0.019074959010865693,-0.0068483511525060485,0.0068483511525060485
0612,NCNI,ELC,7,N3,0.06850048467582417,0.09163673456724228,-0.023136249891418104,0.023136249891418104
0612,NCNI,ELC,8,N3,0.06837051550299347,0.09276967330216446,-0.024399157799170984,0.024399157799170984
0612,NCNI,ELC,9,N3,0.06872731887403348,0.09142736618431045,-0.022700047310276972,0.022700047310276972
0612,NCNI,ELC,10,N3,0.060712213611987434,0.09129161395217937,-0.030579400340191937,0.030579400340191937
0612,NCNI,ELC,11,N3,0.048920631219915384,0.06183818391338716,-0.012917552693471779,0.012917552693471779
0612,NCNI,ELC,12,N3,0.06575880837249622,0.08311721687430466,-0.017358408501808448,0.017358408501808448
0612,NCNI,ELC3,1,N1,0.014463564887218066,0.01889983742141173,-0.004436272534193665,0.004436272534193665
0612,NCNI,ELC3,2,N1,0.015188156062721829,0.022177879891416157,-0.006989723828694328,0.006989723828694328
0612,NCNI,ELC3,3,N1,0.015128182366874717,0.015178473132044108,-5.02907651693911e-05,5.02907651693911e-05
0612,NCNI,ELC3,4,N1,0.010620508167031686,0.01061541479593723,5.093371094456664e-06,5.093371094456664e-06
0612,NCNI,ELC3,5,N1,0.013665431803359931,0.01627254562690838,-0.0026071138235484476,0.0026071138235484476
0612,NCNI,ELC3,6,N1,0.01413105054428066,0.019074959010865693,-0.004943908466585033,0.004943908466585033
0612,NCNI,ELC3,7,N3,0.12763299966988081,0.09163673456724228,0.035996265102638536,0.035996265102638536
0612,NCNI,ELC3,8,N3,0.12720061181039563,0.09276967330216446,0.034430938508231174,0.034430938508231174
