Period,VI,Method,Plot_ID,Nitrogen_Level,Value
0531,LWVI2,RTM,11,N3,0.12880598578709926
0531,LWVI2,RTM,12,N3,0.14828053391719132
0531,LWVI2,ELC,1,N1,0.0015333641698012707
0531,LWVI2,ELC,2,N1,0.013459746951418394
0531,LWVI2,ELC,3,N1,0.01502299545495172
0531,LWVI2,ELC,4,N1,0.008240152459043543
0531,LWVI2,ELC,5,N1,0.00491711893984209
0531,LWVI2,ELC,6,N1,0.011561052312815455
0531,LWVI2,ELC,7,N3,0.15029481787384869
0531,LWVI2,ELC,8,N3,0.13613834670642197
0531,LWVI2,ELC,9,N3,0.14089006644945345
0531,LWVI2,ELC,10,N3,0.1288294414769123
0531,LWVI2,ELC,11,N3,0.1249611797295901
0531,LWVI2,ELC,12,N3,0.14353185394522455
0531,LWVI2,ELC3,1,N1,0.001159417465349797
0531,LWVI2,ELC3,2,N1,0.012876020154313276
0531,LWVI2,ELC3,3,N1,0.01433507144782925
0531,LWVI2,ELC3,4,N1,0.007708471176221136
0531,LWVI2,ELC3,5,N1,0.004528517947996469
0531,LWVI2,ELC3,6,N1,0.011011468827288895
0531,LWVI2,ELC3,7,N3,0.1471364874588787
0531,LWVI2,ELC3,8,N3,0.133209298954113
0531,LWVI2,ELC3,9,N3,0.13806904879564663
0531,LWVI2,ELC3,10,N3,0.12631166797761154
0531,LWVI2,ELC3,11,N3,0.12240600374013176
0531,LWVI2,ELC3,12,N3,0.1406740339051518
0531,NDNI,Reference,1,N1,-0.04714717916237488
0531,NDNI,Reference,2,N1,-0.07011728864536554
0531,NDNI,Reference,3,N1,-0.06228531775777371
0531,NDNI,Reference,4,N1,-0.0420404256461302
0531,NDNI,Reference,5,N1,-0.04206921399301639
0531,NDNI,Reference,6,N1,-0.0652798144869916
0531,NDNI,Reference,7,N3,-0.4139470293799234
0531,NDNI,Reference,8,N3,-0.3663005745385198
0531,NDNI,Reference,9,N3,-0.3615024664716835
0531,NDNI,Reference,10,N3,-0.40687476771331127
0531,NDNI,Reference,11,N3,-0.28722202930133867
0531,NDNI,Reference,12,N3,-0.36203641475813486
0531,NDNI,RTM,1,N1,-0.12774007104583435
0531,NDNI,RTM,2,N1,-0.14954656325681856
0531,NDNI,RTM,3,N1,-0.1750072237638931
0531,NDNI,RTM,4,N1,-0.1471385344350309
0531,NDNI,RTM,5,N1,-0.13635714072099256
0531,NDNI,RTM,6,N1,-0.1543256865839556
0531,NDNI,RTM,7,N3,-0.471948500854862
0531,NDNI,RTM,8,N3,-0.4522590113242804
0531,NDNI,RTM,9,N3,-0.46324785513099864
0531,NDNI,RTM,10,N3,-0.41943609901639684
0531,NDNI,RTM,11,N3,-0.4312739667431673
0531,NDNI,RTM,12,N3,-0.48569998762420613
0531,NDNI,ELC,1,N1,-0.11556574255808476
0531,NDNI,ELC,2,N1,-0.1380422183012638
0531,NDNI,ELC,3,N1,-0.16314336847059943
0531,NDNI,ELC,4,N1,-0.13795119917150359
0531,NDNI,ELC,5,N1,-0.1255766162381924
0531,NDNI,ELC,6,N1,-0.14130174566565842
0531,NDNI,ELC,7,N3,-0.45510786230836187
0531,NDNI,ELC,8,N3,-0.43720360729572955
0531,NDNI,ELC,9,N3,-0.4451099648231494
0531,NDNI,ELC,10,N3,-0.4011951117882432
0531,NDNI,ELC,11,N3,-0.413775722859298
0531,NDNI,ELC,12,N3,-0.47024632242926123
0531,NDNI,ELC3,1,N1,-0.07744347565759793
0531,NDNI,ELC3,2,N1,-0.09953157550262878
0531,NDNI,ELC3,3,N1,-0.12328711224194933
0531,NDNI,ELC3,4,N1,-0.09970809999711971
0531,NDNI,ELC3,5,N1,-0.09121710365158096
0531,NDNI,ELC3,6,N1,-0.10388611713506193
0531,NDNI,ELC3,7,N3,-0.4096031256453081
0531,NDNI,ELC3,8,N3,-0.39121863105881827
0531,NDNI,ELC3,9,N3,-0.40117545239913593
0531,NDNI,ELC3,10,N3,-0.3603346677586295
0531,NDNI,ELC3,11,N3,-0.3696923258846324
0531,NDNI,ELC3,12,N3,-0.42694797374725585
0612,NDVI,Reference,1,N1,0.333968249002793
0612,NDVI,Reference,2,N1,0.3626238642114776
0612,NDVI,Reference,3,N1,0.3032061513655422
0612,NDVI,Reference,4,N1,0.2574009731319918
0612,NDVI,Reference,5,N1,0.3140322752878416
0612,NDVI,Reference,6,N1,0.3468608521573269
0612,NDVI,Reference,7,N3,0.811932865424238
0612,NDVI,Reference,8,N3,0.8100619961266864
0612,NDVI,Reference,9,N3,0.8172098574006638
0612,NDVI,Reference,10,N3,0.7878302160493464
0612,NDVI,Reference,11,N3,0.7563895917919264
0612,NDVI,Reference,12,N3,0.8087675411622067
0612,NDVI,RTM,1,N1,0.29124208027249676
0612,NDVI,RTM,2,N1,0.2999496568376557
0612,NDVI,RTM,3,N1,0.30727613425414224
0612,NDVI,RTM,4,N1,0.2593911038862464
0612,NDVI,RTM,5,N1,0.28936736477985675
0612,NDVI,RTM,6,N1,0.3020293775723048
0612,NDVI,RTM,7,N3,0.7946117971204878
0612,NDVI,RTM,8,N3,0.792879974675812
0612,NDVI,RTM,9,N3,0.7935826648671157
0612,NDVI,RTM,10,N3,0.7501156273558451
0612,NDVI,RTM,11,N3,0.7441271681688792
0612,NDVI,RTM,12,N3,0.7993143724711279
0612,NDVI,ELC,1,N1,0.27884427824212465
0612,NDVI,ELC,2,N1,0.28757836253654434
0612,NDVI,ELC,3,N1,0.2949632446002512
0612,NDVI,ELC,4,N1,0.24677612637449306
0612,NDVI,ELC,5,N1,0.2767844099373592
0612,NDVI,ELC,6,N1,0.2895235128008024
0612,NDVI,ELC,7,N3,0.7878136571722523
0612,NDVI,ELC,8,N3,0.7859711178761872
0612,NDVI,ELC,9,N3,0.7866900178144952
0612,NDVI,ELC,10,N3,0.7423897925512627
0612,NDVI,ELC,11,N3,0.7362626953608998
0612,NDVI,ELC,12,N3,0.7923383004228538
0612,NDVI,ELC3,1,N1,0.3037625811439291
0612,NDVI,ELC3,2,N1,0.31494981672028377
0612,NDVI,ELC3,3,N1,0.32387007940292745
0612,NDVI,ELC3,4,N1,0.2692561540004886
0612,NDVI,ELC3,5,N1,0.30143276993817875
0612,NDVI,ELC3,6,N1,0.31552466210902835
0612,NDVI,ELC3,7,N3,0.888421231304167
0612,NDVI,ELC3,8,N3,0.8868863495101685
0612,NDVI,ELC3,9,N3,0.8841750037269901
0612,NDVI,ELC3,10,N3,0.8366618454734911
0612,NDVI,ELC3,11,N3,0.8321000663330352
0612,NDVI,ELC3,12,N3,0.8984753868897226
0612,NCNI,Reference,1,N1,0.01889983742141173
0612,NCNI,Reference,2,N1,0.022177879891416157
0612,NCNI,Reference,3,N1,0.015178473132044108
0612,NCNI,Reference,4,N1,0.01061541479593723
0612,NCNI,Reference,5,N1,0.01627254562690838
0612,NCNI,Reference,6,N1,0.019074959010865693
0612,NCNI,Reference,7,N3,0.09163673456724228
0612,NCNI,Reference,8,N3,0.09276967330216446
0612,NCNI,Reference,9,N3,0.09142736618431045
0612,NCNI,Reference,10,N3,0.09129161395217937
0612,NCNI,Reference,11,N3,0.06183818391338716
0612,NCNI,Reference,12,N3,0.08311721687430466
0612,NCNI,RTM,1,N1,0.013830483723894709
0612,NCNI,RTM,2,N1,0.014414205419281068
0612,NCNI,RTM,3,N1,0.014256527798936854
0612,NCNI,RTM,4,N1,0.010219550050372535
0612,NCNI,RTM,5,N1,0.013072689798487178
0612,NCNI,RTM,6,N1,0.013462227340157342
0612,NCNI,RTM,7,N3,0.07328840918881792
0612,NCNI,RTM,8,N3,0.07308588968848272
0612,NCNI,RTM,9,N3,0.07353490442088226
0612,NCNI,RTM,10,N3,0.06500663635612455
0612,NCNI,RTM,11,N3,0.052305599805218185
0612,NCNI,RTM,12,N3,0.07024467427525141
0612,NCNI,ELC,1,N1,0.01255643304168887
0612,NCNI,ELC,2,N1,0.01308235387349214
0612,NCNI,ELC,3,N1,0.01295995864420443
0612,NCNI,ELC,4,N1,0.009234837858031253
0612,NCNI,ELC,5,N1,0.01186186527561452
0612,NCNI,ELC,6,N1,0.012226607858359644
0612,NCNI,ELC,7,N3,0.06850048467582417
0612,NCNI,ELC,8,N3,0.06837051550299347
0612,NCNI,ELC,9,N3,0.06872731887403348
0612,NCNI,ELC,10,N3,0.060712213611987434
0612,NCNI,ELC,11,N3,0.048920631219915384
0612,NCNI,ELC,12,N3,0.06575880837249622
0612,NCNI,ELC3,1,N1,0.014463564887218066
0612,NCNI,ELC3,2,N1,0.015188156062721829
0612,NCNI,ELC3,3,N1,0.015128182366874717
0612,NCNI,ELC3,4,N1,0.010620508167031686
0612,NCNI,ELC3,5,N1,0.013665431803359931
0612,NCNI,ELC3,6,N1,0.01413105054428066
0612,NCNI,ELC3,7,N3,0.12763299966988081
0612,NCNI,ELC3,8,N3,0.12720061181039563
0612,NCNI,ELC3,9,N3,0.1255296364827651
0612,NCNI,ELC3,10,N3,0.09939892387671732
0612,NCNI,ELC3,11,N3,0.08172621453174692
0612,NCNI,ELC3,12,N3,0.12962996274047067
0612,NDWI_1640,Reference,1,N1,0.030111673351799473
0612,NDWI_1640,Reference,2,N1,0.036779774745192194
0612,NDWI_1640,Reference,3,N1,-0.00042075717147562207
0612,NDWI_1640,Reference,4,N1,-0.02032186587175573
0612,NDWI_1640,Reference,5,N1,0.02380320544222609
0612,NDWI_1640,Reference,6,N1,0.03591013386170885
0612,NDWI_1640,Reference,7,N3,0.42030623584944676
0612,NDWI_1640,Reference,8,N3,0.41515847966554914
0612,NDWI_1640,Reference,9,N3,0.4277030451768513
0612,NDWI_1640,Reference,10,N3,0.3525044003597558
0612,NDWI_1640,Reference,11,N3,0.3623418455318489
0612,NDWI_1640,Reference,12,N3,0.41470486727920375
0612,NDWI_1640,RTM,1,N1,0.0007884499433447764
0612,NDWI_1640,RTM,2,N1,-0.0018490146016694113
0612,NDWI_1640,RTM,3,N1,-0.0124263630290236
0612,NDWI_1640,RTM,4,N1,-0.02438894458918449
0612,NDWI_1640,RTM,5,N1,0.004854840610593078
0612,NDWI_1640,RTM,6,N1,-0.004866803466188905
0612,NDWI_1640,RTM,7,N3,0.3677482677129572
0612,NDWI_1640,RTM,8,N3,0.36945353855434226
0612,NDWI_1640,RTM,9,N3,0.36073823927500676
0612,NDWI_1640,RTM,10,N3,0.3184271440242605
0612,NDWI_1640,RTM,11,N3,0.29053175698535466
0612,NDWI_1640,RTM,12,N3,0.3663780570279491
0612,NDWI_1640,ELC,1,N1,0.008886037898753002
0612,NDWI_1640,ELC,2,N1,0.004197198237919144
0612,NDWI_1640,ELC,3,N1,0.0071451525837626295
0612,NDWI_1640,ELC,4,N1,-0.02104836342592576
0612,NDWI_1640,ELC,5,N1,0.0077215574943546505
0612,NDWI_1640,ELC,6,N1,0.0035482339176956487
0612,NDWI_1640,ELC,7,N3,0.3799533657517513
0612,NDWI_1640,ELC,8,N3,0.3674642086244605
0612,NDWI_1640,ELC,9,N3,0.3742484910765613
0612,NDWI_1640,ELC,10,N3,0.30738004158576726
0612,NDWI_1640,ELC,11,N3,0.31025344601293037
0612,NDWI_1640,ELC,12,N3,0.37606286920626203
0612,NDWI_1640,ELC3,1,N1,-0.0017270803888990906
0612,NDWI_1640,ELC3,2,N1,-0.007275424708794484
0612,NDWI_1640,ELC3,3,N1,-0.004725405051346403
0612,NDWI_1640,ELC3,4,N1,-0.03270325744511284
0612,NDWI_1640,ELC3,5,N1,-0.0028035163365609885
0612,NDWI_1640,ELC3,6,N1,-0.0071597387351341624
0612,NDWI_1640,ELC3,7,N3,0.38181709923025836
0612,NDWI_1640,ELC3,8,N3,0.3686884167229937
0612,NDWI_1640,ELC3,9,N3,0.37592118127401936
0612,NDWI_1640,ELC3,10,N3,0.30579807791476
0612,NDWI_1640,ELC3,11,N3,0.3085913890807548
0612,NDWI_1640,ELC3,12,N3,0.37761160503184865
0612,NRI850_1510,Reference,1,N1,0.10186779474198916
0612,NRI850_1510,Reference,2,N1,0.11752640475254005
0612,NRI850_1510,Reference,3,N1,0.06462947236180824
0612,NRI850_1510,Reference,4,N1,0.033750312934658605
0612,NRI850_1510,Reference,5,N1,0.09191283460869251
0612,NRI850_1510,Reference,6,N1,0.11198360979600117
0612,NRI850_1510,Reference,7,N3,0.6053066018785388
0612,NRI850_1510,Reference,8,N3,0.6022270121364232
0612,NRI850_1510,Reference,9,N3,0.6148902815759397
0612,NRI850_1510,Reference,10,N3,0.5385403709595202
0612,NRI850_1510,Reference,11,N3,0.5376099150234722
0612,NRI850_1510,Reference,12,N3,0.6039714571954741
0612,NRI850_1510,RTM,1,N1,0.06663314908362347
0612,NRI850_1510,RTM,2,N1,0.06473159457775281
0612,NRI850_1510,RTM,3,N1,0.0482619793647354
0612,NRI850_1510,RTM,4,N1,0.030278718935614304
0612,NRI850_1510,RTM,5,N1,0.06623346050730107
0612,NRI850_1510,RTM,6,N1,0.05669000635122267
0612,NRI850_1510,RTM,7,N3,0.5472844233161496
0612,NRI850_1510,RTM,8,N3,0.549600042940851
0612,NRI850_1510,RTM,9,N3,0.5242414982951112
0612,NRI850_1510,RTM,10,N3,0.4946055450270128
0612,NRI850_1510,RTM,11,N3,0.4446869097319061
0612,NRI850_1510,RTM,12,N3,0.544925619843741
0612,NRI850_1510,ELC,1,N1,0.07613649458015939
0612,NRI850_1510,ELC,2,N1,0.0730240228017147
0612,NRI850_1510,ELC,3,N1,0.0749947698117847
0612,NRI850_1510,ELC,4,N1,0.032923143447754995
0612,NRI850_1510,ELC,5,N1,0.06973028399314161
0612,NRI850_1510,ELC,6,N1,0.06845692667965177
0612,NRI850_1510,ELC,7,N3,0.5621096603313579
0612,NRI850_1510,ELC,8,N3,0.5527513269808336
0612,NRI850_1510,ELC,9,N3,0.5500811553988729
0612,NRI850_1510,ELC,10,N3,0.4819669147186555
0612,NRI850_1510,ELC,11,N3,0.4719404486453071
0612,NRI850_1510,ELC,12,N3,0.5557742218949064
0612,NRI850_1510,ELC3,1,N1,0.067123860141377
0612,NRI850_1510,ELC3,2,N1,0.0632079926422543
0612,NRI850_1510,ELC3,3,N1,0.06478962923403939
0612,NRI850_1510,ELC3,4,N1,0.02256477970378298
0612,NRI850_1510,ELC3,5,N1,0.060665703573366515
0612,NRI850_1510,ELC3,6,N1,0.05929018888382309
0612,NRI850_1510,ELC3,7,N3,0.5713022421488007
0612,NRI850_1510,ELC3,8,N3,0.5614571003965989
0612,NRI850_1510,ELC3,9,N3,0.5584798652544787
0612,NRI850_1510,ELC3,10,N3,0.4869670052571611
0612,NRI850_1510,ELC3,11,N3,0.47644208903735086
0612,NRI850_1510,ELC3,12,N3,0.5648083219729354
0612,LWVI2,Reference,1,N1,0.02400515614797083
0612,LWVI2,Reference,2,N1,0.0251369997667231
0612,LWVI2,Reference,3,N1,0.014723969932148216
0612,LWVI2,Reference,4,N1,0.009849044237761539
0612,LWVI2,Reference,5,N1,0.025199019432719783
0612,LWVI2,Reference,6,N1,0.02564800622447632
0612,LWVI2,Reference,7,N3,0.16199008611699914
0612,LWVI2,Reference,8,N3,0.15093647416554867
0612,LWVI2,Reference,9,N3,0.15811130852054556
0612,LWVI2,Reference,10,N3,0.13353184249285432
0612,LWVI2,Reference,11,N3,0.13972660442625298
0612,LWVI2,Reference,12,N3,0.15407506075407218
0612,LWVI2,RTM,1,N1,0.0259447667391485
0612,LWVI2,RTM,2,N1,0.021674511785132057
0612,LWVI2,RTM,3,N1,0.01797746213507841
0612,LWVI2,RTM,4,N1,0.0168275618430133
0612,LWVI2,RTM,5,N1,0.025167060022092565
0612,LWVI2,RTM,6,N1,0.022924430400320262
0612,LWVI2,RTM,7,N3,0.14596907291725794
0612,LWVI2,RTM,8,N3,0.14362466107738972
0612,LWVI2,RTM,9,N3,0.13532508733116283
0612,LWVI2,RTM,10,N3,0.13035982613995228
0612,LWVI2,RTM,11,N3,0.11368642321020732
0612,LWVI2,RTM,12,N3,0.14182716690676
0612,LWVI2,ELC,1,N1,0.02795257549000428
0612,LWVI2,ELC,2,N1,0.024602802205046268
0612,LWVI2,ELC,3,N1,0.024507447267966886
0612,LWVI2,ELC,4,N1,0.01842299715110113
0612,LWVI2,ELC,5,N1,0.027166618451889158
0612,LWVI2,ELC,6,N1,0.027283064451190508
0612,LWVI2,ELC,7,N3,0.15131051170175755
0612,LWVI2,ELC,8,N3,0.14645715303756177
0612,LWVI2,ELC,9,N3,0.14482787054788757
0612,LWVI2,ELC,10,N3,0.1268635715024417
0612,LWVI2,ELC,11,N3,0.12288946546825533
0612,LWVI2,ELC,12,N3,0.1436610714990953
0612,LWVI2,ELC3,1,N1,0.027481803407570993
0612,LWVI2,ELC3,2,N1,0.02401001302854596
0612,LWVI2,ELC3,3,N1,0.02386814558133902
0612,LWVI2,ELC3,4,N1,0.017740095784673785
0612,LWVI2,ELC3,5,N1,0.026666294742629184
0612,LWVI2,ELC3,6,N1,0.026791948135615803
0612,LWVI2,ELC3,7,N3,0.15362496690867042
0612,LWVI2,ELC3,8,N3,0.14862965421363303
0612,LWVI2,ELC3,9,N3,0.14696031082982855
0612,LWVI2,ELC3,10,N3,0.1285296516803171
0612,LWVI2,ELC3,11,N3,0.12452388325907549
0612,LWVI2,ELC3,12,N3,0.1458914528287135
0612,NDNI,Reference,1,N1,-0.09449837039900988
0612,NDNI,Reference,2,N1,-0.1076373406523841
0612,NDNI,Reference,3,N1,-0.07100793793107496
0612,NDNI,Reference,4,N1,-0.045132396582638304
0612,NDNI,Reference,5,N1,-0.08534134220023858
0612,NDNI,Reference,6,N1,-0.0965604693662996
0612,NDNI,Reference,7,N3,-0.4553342754752395
0612,NDNI,Reference,8,N3,-0.46559349801044164
0612,NDNI,Reference,9,N3,-0.4733368563118592
0612,NDNI,Reference,10,N3,-0.415804968285267
0612,NDNI,Reference,11,N3,-0.4024803435033127
0612,NDNI,Reference,12,N3,-0.4654816188212249
0612,NDNI,RTM,1,N1,-0.0611332945041878
0612,NDNI,RTM,2,N1,-0.06633122175788321
0612,NDNI,RTM,3,N1,-0.05254093087816834
0612,NDNI,RTM,4,N1,-0.03465129489078578
0612,NDNI,RTM,5,N1,-0.06029884506913017
0612,NDNI,RTM,6,N1,-0.052142509562728014
0612,NDNI,RTM,7,N3,-0.41818722441502554
0612,NDNI,RTM,8,N3,-0.42414021309449007
0612,NDNI,RTM,9,N3,-0.4015539084718202
0612,NDNI,RTM,10,N3,-0.38264702591748806
0612,NDNI,RTM,11,N3,-0.33388247977989277
0612,NDNI,RTM,12,N3,-0.4216062693861735
0612,NDNI,ELC,1,N1,-0.09658485950980254
0612,NDNI,ELC,2,N1,-0.1034295810263992
0612,NDNI,ELC,3,N1,-0.10287973333083025
0612,NDNI,ELC,4,N1,-0.0663909169228358
0612,NDNI,ELC,5,N1,-0.0893716998355172
0612,NDNI,ELC,6,N1,-0.08620385362405901
0612,NDNI,ELC,7,N3,-0.44541635716228933
0612,NDNI,ELC,8,N3,-0.4407411931048102
0612,NDNI,ELC,9,N3,-0.43697713189619636
0612,NDNI,ELC,10,N3,-0.38864914729461525
0612,NDNI,ELC,11,N3,-0.3702872079430696
0612,NDNI,ELC,12,N3,-0.44862473967605976
0612,NDNI,ELC3,1,N1,-0.07138888923666241
0612,NDNI,ELC3,2,N1,-0.07658208342334111
0612,NDNI,ELC3,3,N1,-0.0742861757890125
0612,NDNI,ELC3,4,N1,-0.03942135609854177
0612,NDNI,ELC3,5,N1,-0.06417095041613902
0612,NDNI,ELC3,6,N1,-0.06044796704102706
0612,NDNI,ELC3,7,N3,-0.43288697096502304
0612,NDNI,ELC3,8,N3,-0.42759414551762176
0612,NDNI,ELC3,9,N3,-0.4245363326188384
0612,NDNI,ELC3,10,N3,-0.37153879890870506
0612,NDNI,ELC3,11,N3,-0.34915772754806174
0612,NDNI,ELC3,12,N3,-0.4347519618771226
0625,NDVI,Reference,1,N1,0.2886013701476615
0625,NDVI,Reference,2,N1,0.2792094869741858
0625,NDVI,Reference,3,N1,0.3538691924484897
0625,NDVI,Reference,4,N1,0.25808770377291335
0625,NDVI,Reference,5,N1,0.2817764073137684
0625,NDVI,Reference,6,N1,0.31998897501971035
0625,NDVI,Reference,7,N3,0.7523315018379007
0625,NDVI,Reference,8,N3,0.7300833611463045
0625,NDVI,Reference,9,N3,0.8028919296206631
0625,NDVI,Reference,10,N3,0.6833248367008798
0625,NDVI,Reference,11,N3,0.744343885708212
0625,NDVI,Reference,12,N3,0.729578283142338
0625,NDVI,RTM,1,N1,0.29017303997600646
0625,NDVI,RTM,2,N1,0.2644565154039709
0625,NDVI,RTM,3,N1,0.3288051158256875
0625,NDVI,RTM,4,N1,0.24034916719362398
0625,NDVI,RTM,5,N1,0.26419671455230137
0625,NDVI,RTM,6,N1,0.3151714642773824
0625,NDVI,RTM,7,N3,0.7319868512109207
0625,NDVI,RTM,8,N3,0.7581666317512843
0625,NDVI,RTM,9,N3,0.772857290036182
0625,NDVI,RTM,10,N3,0.682540175553352
0625,NDVI,RTM,11,N3,0.7094671354262132
0625,NDVI,RTM,12,N3,0.744883421555935
0625,NDVI,ELC,1,N1,0.2741562443317046
0625,NDVI,ELC,2,N1,0.24847841979399543
0625,NDVI,ELC,3,N1,0.3133149363613238
0625,NDVI,ELC,4,N1,0.22399417328218457
0625,NDVI,ELC,5,N1,0.24790298399660113
0625,NDVI,ELC,6,N1,0.2994222276375578
0625,NDVI,ELC,7,N3,0.7227130631307636
0625,NDVI,ELC,8,N3,0.7494252671535191
0625,NDVI,ELC,9,N3,0.7646391780511383
0625,NDVI,ELC,10,N3,0.6723082518922154
0625,NDVI,ELC,11,N3,0.6996217922404852
0625,NDVI,ELC,12,N3,0.7358910853865352
0625,NDVI,ELC3,1,N1,0.2757463828241626
0625,NDVI,ELC3,2,N1,0.25003781634129063
0625,NDVI,ELC3,3,N1,0.31508114545685023
0625,NDVI,ELC3,4,N1,0.22535520002619783
0625,NDVI,ELC3,5,N1,0.24937443785805555
0625,NDVI,ELC3,6,N1,0.3010821440000642
0625,NDVI,ELC3,7,N3,0.7266712315785461
0625,NDVI,ELC3,8,N3,0.7534670651298871
0625,NDVI,ELC3,9,N3,0.7687224304592601
0625,NDVI,ELC3,10,N3,0.6761992361035429
0625,NDVI,ELC3,11,N3,0.7034454337174347
0625,NDVI,ELC3,12,N3,0.7398668937395104
0625,NCNI,Reference,1,N1,0.013533803132669737
0625,NCNI,Reference,2,N1,0.012186430788084561
0625,NCNI,Reference,3,N1,0.019032967796053627
0625,NCNI,Reference,4,N1,0.010204622633542477
0625,NCNI,Reference,5,N1,0.012408979329365633
0625,NCNI,Reference,6,N1,0.01690054784316781
0625,NCNI,Reference,7,N3,0.06990843138373241
0625,NCNI,Reference,8,N3,0.06339598515113845
0625,NCNI,Reference,9,N3,0.10346965230152627
0625,NCNI,Reference,10,N3,0.05872045502251279
0625,NCNI,Reference,11,N3,0.06051110561281288
0625,NCNI,Reference,12,N3,0.05804997748879158
0625,NCNI,RTM,1,N1,0.012844593656874594
0625,NCNI,RTM,2,N1,0.010742241550661585
0625,NCNI,RTM,3,N1,0.016679701351006822
0625,NCNI,RTM,4,N1,0.008567254781932265
0625,NCNI,RTM,5,N1,0.010246390265094957
0625,NCNI,RTM,6,N1,0.014894397185524691
0625,NCNI,RTM,7,N3,0.06701929060638898
0625,NCNI,RTM,8,N3,0.07115161050835288
0625,NCNI,RTM,9,N3,0.08357422726884532
0625,NCNI,RTM,10,N3,0.05447441829415121
0625,NCNI,RTM,11,N3,0.0516392593205888
0625,NCNI,RTM,12,N3,0.06644208061825521
0625,NCNI,ELC,1,N1,0.011828488509858836
0625,NCNI,ELC,2,N1,0.009856433076732521
0625,NCNI,ELC,3,N1,0.015433566839085321
0625,NCNI,ELC,4,N1,0.007824260321868415
0625,NCNI,ELC,5,N1,0.009401782473718623
0625,NCNI,ELC,6,N1,0.013757119579010702
0625,NCNI,ELC,7,N3,0.06318060927014937
0625,NCNI,ELC,8,N3,0.06711716408431904
0625,NCNI,ELC,9,N3,0.07883958537296465
0625,NCNI,ELC,10,N3,0.05128829236989525
0625,NCNI,ELC,11,N3,0.04871302267611595
0625,NCNI,ELC,12,N3,0.0626366284090404
0625,NCNI,ELC3,1,N1,0.011859428335887356
0625,NCNI,ELC3,2,N1,0.009874203504618683
0625,NCNI,ELC3,3,N1,0.015488578314421422
0625,NCNI,ELC3,4,N1,0.007831812561885433
0625,NCNI,ELC3,5,N1,0.009418047058401475
0625,NCNI,ELC3,6,N1,0.013800549727322297
0625,NCNI,ELC3,7,N3,0.06420595358159728
0625,NCNI,ELC3,8,N3,0.06832607141664408
0625,NCNI,ELC3,9,N3,0.08033568375798607
0625,NCNI,ELC3,10,N3,0.052002568078897915
0625,NCNI,ELC3,11,N3,0.04943433928741016
0625,NCNI,ELC3,12,N3,0.06369931686928376
0625,NDWI_1640,Reference,1,N1,-0.0019002158700254677
0625,NDWI_1640,Reference,2,N1,-0.011959011083363788
0625,NDWI_1640,Reference,3,N1,0.028461363387432565
0625,NDWI_1640,Reference,4,N1,-0.016434532772235968
0625,NDWI_1640,Reference,5,N1,-0.0017513239100777765
0625,NDWI_1640,Reference,6,N1,0.020384308965792183
0625,NDWI_1640,Reference,7,N3,0.356143383958377
0625,NDWI_1640,Reference,8,N3,0.332969360505574
0625,NDWI_1640,Reference,9,N3,0.3998984518270255
0625,NDWI_1640,Reference,10,N3,0.28023220964153905
0625,NDWI_1640,Reference,11,N3,0.3469995365799198
0625,NDWI_1640,Reference,12,N3,0.343019802563611
0625,NDWI_1640,RTM,1,N1,0.026946979210975528
0625,NDWI_1640,RTM,2,N1,0.012077160320636089
0625,NDWI_1640,RTM,3,N1,0.05144749260225126
0625,NDWI_1640,RTM,4,N1,0.011187321546341698
0625,NDWI_1640,RTM,5,N1,0.030593047599957273
0625,NDWI_1640,RTM,6,N1,0.05810008067590212
0625,NDWI_1640,RTM,7,N3,0.4051872517235462
0625,NDWI_1640,RTM,8,N3,0.420197183452008
0625,NDWI_1640,RTM,9,N3,0.4171673599630484
0625,NDWI_1640,RTM,10,N3,0.33863814849219387
0625,NDWI_1640,RTM,11,N3,0.38312283040443457
0625,NDWI_1640,RTM,12,N3,0.4100005869111531
0625,NDWI_1640,ELC,1,N1,-0.011709395797936126
0625,NDWI_1640,ELC,2,N1,-0.02629435955751804
0625,NDWI_1640,ELC,3,N1,0.014413848601284352
0625,NDWI_1640,ELC,4,N1,-0.02829305384560083
0625,NDWI_1640,ELC,5,N1,-0.008223883409394917
0625,NDWI_1640,ELC,6,N1,0.018558218415700947
0625,NDWI_1640,ELC,7,N3,0.37345342531235076
0625,NDWI_1640,ELC,8,N3,0.3877086708785298
0625,NDWI_1640,ELC,9,N3,0.3839990291463072
0625,NDWI_1640,ELC,10,N3,0.3039081370610137
0625,NDWI_1640,ELC,11,N3,0.3503778183425885
0625,NDWI_1640,ELC,12,N3,0.37864577278487516
0625,NDWI_1640,ELC3,1,N1,-0.012299943315335682
0625,NDWI_1640,ELC3,2,N1,-0.026960956938618434
0625,NDWI_1640,ELC3,3,N1,0.01395222361702214
0625,NDWI_1640,ELC3,4,N1,-0.028959743127541487
0625,NDWI_1640,ELC3,5,N1,-0.00879811505874487
0625,NDWI_1640,ELC3,6,N1,0.018114301356965734
0625,NDWI_1640,ELC3,7,N3,0.37530509724983196
0625,NDWI_1640,ELC3,8,N3,0.38963071038815117
0625,NDWI_1640,ELC3,9,N3,0.38584867677269186
0625,NDWI_1640,ELC3,10,N3,0.30530141872106337
0625,NDWI_1640,ELC3,11,N3,0.3520604335717166
0625,NDWI_1640,ELC3,12,N3,0.38050110089196165
0625,NRI850_1510,Reference,1,N1,0.057654834789551024
0625,NRI850_1510,Reference,2,N1,0.048107044909181496
