Date,Trait,Method,Band_or_Wavelength,Feature_Importance
20250612,LMA,ELC,12,0.04208819218982539
20250612,LMA,ELC,13,0.03787540861555112
20250612,LMA,ELC,14,0.025307365573919806
20250612,LMA,ELC,15,0.019346486903739343
20250612,LMA,ELC,16,0.012427620375355492
20250612,LMA,ELC,17,0.021611992515718645
20250612,LMA,ELC,18,0.020221620920333715
20250612,LMA,ELC,19,0.01764428899102893
20250612,LMA,ELC,20,0.02645913118548825
20250612,LMA,ELC,21,0.021291146649248603
20250612,LMA,ELC,22,0.01178866862939587
20250612,LMA,ELC,23,0.012954219265321509
20250612,LMA,ELC,24,0.03933841214297897
20250612,LMA,ELC,25,0.01833316558794405
20250612,LMA,ELC,26,0.021778405896039278
20250612,LMA,ELC,27,0.019838120632947858
20250612,LMA,ELC,28,0.01352654492671953
20250612,LMA,ELC,29,0.018127234353209225
20250612,LMA,ELC,30,0.03280064012418594
20250612,LMA,ELC,31,0.01646338059077635
20250612,LMA,ELC,32,0.012549588087080973
20250612,LMA,ELC,33,0.012681511895938307
20250612,LMA,ELC,34,0.019185697506960378
20250612,LMA,ELC,35,0.031129571576097154
20250612,LMA,ELC,36,0.009843841900015828
20250612,LMA,ELC,37,0.01756835225497251
20250612,LMA,ELC,38,0.013669203729125223
20250612,LMA,ELC,39,0.018170092331986805
20250612,LMA,ELC,40,0.01948267457132507
20250612,LMA,ELC,41,0.023865283748156337
20250612,LMA,ELC,42,0.008233171770879889
20250612,LMA,ELC,43,0.02587362708332695
20250612,LMA,ELC,44,0.04302350597173119
20250612,LMA,ELC,45,0.07469473058597682
20250612,LMA,ELC3,1,0.01611550742777323
20250612,LMA,ELC3,2,0.016729930144890916
20250612,LMA,ELC3,3,0.016920288381722784
20250612,LMA,ELC3,4,0.015482441189233503
20250612,LMA,ELC3,5,0.016874193590254515
20250612,LMA,ELC3,6,0.017184460752860082
20250612,LMA,ELC3,7,0.013462405842102145
20250612,LMA,ELC3,8,0.01832175110158789
20250612,LMA,ELC3,9,0.02199846609853872
20250612,LMA,ELC3,10,0.025119464760231525
20250612,LMA,ELC3,11,0.042598191627503446
20250612,LMA,ELC3,12,0.04208819218982539
20250612,LMA,ELC3,13,0.03787540861555112
20250612,LMA,ELC3,14,0.025307365573919806
20250612,LMA,ELC3,15,0.019346486903739343
20250612,LMA,ELC3,16,0.012427620375355492
20250612,LMA,ELC3,17,0.021611992515718645
20250612,LMA,ELC3,18,0.020221620920333715
20250612,LMA,ELC3,19,0.01764428899102893
20250612,LMA,ELC3,20,0.02645913118548825
20250612,LMA,ELC3,21,0.021291146649248603
20250612,LMA,ELC3,22,0.01178866862939587
20250612,LMA,ELC3,23,0.012954219265321509
20250612,LMA,ELC3,24,0.03933841214297897
20250612,LMA,ELC3,25,0.01833316558794405
20250612,LMA,ELC3,26,0.021778405896039278
20250612,LMA,ELC3,27,0.019838120632947858
20250612,LMA,ELC3,28,0.01352654492671953
20250612,LMA,ELC3,29,0.018127234353209225
20250612,LMA,ELC3,30,0.03280064012418594
20250612,LMA,ELC3,31,0.01646338059077635
20250612,LMA,ELC3,32,0.012549588087080973
20250612,LMA,ELC3,33,0.012681511895938307
20250612,LMA,ELC3,34,0.019185697506960378
20250612,LMA,ELC3,35,0.031129571576097154
20250612,LMA,ELC3,36,0.009843841900015828
20250612,LMA,ELC3,37,0.01756835225497251
20250612,LMA,ELC3,38,0.013669203729125223
20250612,LMA,ELC3,39,0.018170092331986805
20250612,LMA,ELC3,40,0.01948267457132507
20250612,LMA,ELC3,41,0.023865283748156337
20250612,LMA,ELC3,42,0.008233171770879889
20250612,LMA,ELC3,43,0.02587362708332695
20250612,LMA,ELC3,44,0.04302350597173119
20250612,LMA,ELC3,45,0.07469473058597682
20250612,LAI,RTM,1,0.016094559474441984
20250612,LAI,RTM,2,0.012333702549224617
20250612,LAI,RTM,3,0.0074605886830851915
20250612,LAI,RTM,4,0.012569297856288214
20250612,LAI,RTM,5,0.007460617354925733
20250612,LAI,RTM,6,0.0069114242103396365
20250612,LAI,RTM,7,0.008221833709569363
20250612,LAI,RTM,8,0.01064609040560784
20250612,LAI,RTM,9,0.009765092741726449
20250612,LAI,RTM,10,0.015925598423212475
20250612,LAI,RTM,11,0.0393923041125174
20250612,LAI,RTM,12,0.036305161855097065
20250612,LAI,RTM,13,0.026610047838056112
20250612,LAI,RTM,14,0.015590281698736072
20250612,LAI,RTM,15,0.02100334835550016
20250612,LAI,RTM,16,0.00952248559242383
20250612,LAI,RTM,17,0.02089679869624957
20250612,LAI,RTM,18,0.01436491001009059
20250612,LAI,RTM,19,0.010114762433460326
20250612,LAI,RTM,20,0.02168609333158604
20250612,LAI,RTM,21,0.018915541061121664
20250612,LAI,RTM,22,0.008994413845231811
20250612,LAI,RTM,23,0.015775645939667716
20250612,LAI,RTM,24,0.08444212506148059
20250612,LAI,RTM,25,0.08992697504977155
20250612,LAI,RTM,26,0.058695454132029555
20250612,LAI,RTM,27,0.015131898160573152
20250612,LAI,RTM,28,0.016645676855788688
20250612,LAI,RTM,29,0.014949293391257135
20250612,LAI,RTM,30,0.015454825285300308
20250612,LAI,RTM,31,0.012677955010973102
20250612,LAI,RTM,32,0.020708754189571205
20250612,LAI,RTM,33,0.009692273462957075
20250612,LAI,RTM,34,0.017205439545947946
20250612,LAI,RTM,35,0.022913832068150144
20250612,LAI,RTM,36,0.015206419049997153
20250612,LAI,RTM,37,0.020586671159103724
20250612,LAI,RTM,38,0.011562471363475971
20250612,LAI,RTM,39,0.028608786594031193
20250612,LAI,RTM,40,0.03267502776384899
20250612,LAI,RTM,41,0.031243453079713813
20250612,LAI,RTM,42,0.01335902974130041
20250612,LAI,RTM,43,0.034316605948339254
20250612,LAI,RTM,44,0.038016738136851844
20250612,LAI,RTM,45,0.029419694771377385
20250612,LAI,ELC,1,0.016304673304494373
20250612,LAI,ELC,2,0.012551121687620242
20250612,LAI,ELC,3,0.011660674780767877
20250612,LAI,ELC,4,0.01098724159342109
20250612,LAI,ELC,5,0.015717269435609978
20250612,LAI,ELC,6,0.01325523887141064
20250612,LAI,ELC,7,0.01240536109888079
20250612,LAI,ELC,8,0.017206640386407145
20250612,LAI,ELC,9,0.010562246428506079
20250612,LAI,ELC,10,0.033066648136409194
20250612,LAI,ELC,11,0.04659443410771957
20250612,LAI,ELC,12,0.0309957639356346
20250612,LAI,ELC,13,0.032406804516862744
20250612,LAI,ELC,14,0.0182198005567429
20250612,LAI,ELC,15,0.023232788975463853
20250612,LAI,ELC,16,0.01840243652285708
20250612,LAI,ELC,17,0.02673396930994078
20250612,LAI,ELC,18,0.015079959885706864
20250612,LAI,ELC,19,0.01289421983176712
20250612,LAI,ELC,20,0.01974307032422381
20250612,LAI,ELC,21,0.014314870578181352
20250612,LAI,ELC,22,0.012272943410199213
20250612,LAI,ELC,23,0.023479472885082602
20250612,LAI,ELC,24,0.04536742677118353
20250612,LAI,ELC,25,0.03538945189245023
20250612,LAI,ELC,26,0.07508883723730299
20250612,LAI,ELC,27,0.08085857788724589
20250612,LAI,ELC,28,0.02572305476925988
20250612,LAI,ELC,29,0.015979484363871616
20250612,LAI,ELC,30,0.01480748312659766
20250612,LAI,ELC,31,0.014401640065117053
20250612,LAI,ELC,32,0.013821129785368513
20250612,LAI,ELC,33,0.011814363301908456
20250612,LAI,ELC,34,0.010243054544117147
20250612,LAI,ELC,35,0.018323939545281484
20250612,LAI,ELC,36,0.013283630317489931
20250612,LAI,ELC,37,0.01366206990153391
20250612,LAI,ELC,38,0.012269225366908642
20250612,LAI,ELC,39,0.014718651626773493
20250612,LAI,ELC,40,0.007365479709305245
20250612,LAI,ELC,41,0.012234759295345999
20250612,LAI,ELC,42,0.02415361412003194
20250612,LAI,ELC,43,0.017564723969381153
20250612,LAI,ELC,44,0.012265495072000327
20250612,LAI,ELC,45,0.06257625676761511
20250612,LAI,ELC3,1,0.016304673304494373
20250612,LAI,ELC3,2,0.012551121687620242
20250612,LAI,ELC3,3,0.011660674780767877
20250612,LAI,ELC3,4,0.01098724159342109
20250612,LAI,ELC3,5,0.015717269435609978
20250612,LAI,ELC3,6,0.01325523887141064
20250612,LAI,ELC3,7,0.01240536109888079
20250612,LAI,ELC3,8,0.017206640386407145
20250612,LAI,ELC3,9,0.010562246428506079
20250612,LAI,ELC3,10,0.033066648136409194
20250612,LAI,ELC3,11,0.04659443410771957
20250612,LAI,ELC3,12,0.0309957639356346
20250612,LAI,ELC3,13,0.032406804516862744
20250612,LAI,ELC3,14,0.0182198005567429
20250612,LAI,ELC3,15,0.023232788975463853
20250612,LAI,ELC3,16,0.01840243652285708
20250612,LAI,ELC3,17,0.02673396930994078
20250612,LAI,ELC3,18,0.015079959885706864
20250612,LAI,ELC3,19,0.01289421983176712
20250612,LAI,ELC3,20,0.01974307032422381
20250612,LAI,ELC3,21,0.014314870578181352
20250612,LAI,ELC3,22,0.012272943410199213
20250612,LAI,ELC3,23,0.023479472885082602
20250612,LAI,ELC3,24,0.04536742677118353
20250612,LAI,ELC3,25,0.03538945189245023
20250612,LAI,ELC3,26,0.07508883723730299
20250612,LAI,ELC3,27,0.08085857788724589
20250612,LAI,ELC3,28,0.02572305476925988
20250612,LAI,ELC3,29,0.015979484363871616
20250612,LAI,ELC3,30,0.01480748312659766
20250612,LAI,ELC3,31,0.014401640065117053
20250612,LAI,ELC3,32,0.013821129785368513
20250612,LAI,ELC3,33,0.011814363301908456
20250612,LAI,ELC3,34,0.010243054544117147
20250612,LAI,ELC3,35,0.018323939545281484
20250612,LAI,ELC3,36,0.013283630317489931
20250612,LAI,ELC3,37,0.01366206990153391
20250612,LAI,ELC3,38,0.012269225366908642
20250612,LAI,ELC3,39,0.014718651626773493
20250612,LAI,ELC3,40,0.007365479709305245
20250612,LAI,ELC3,41,0.012234759295345999
20250612,LAI,ELC3,42,0.02415361412003194
20250612,LAI,ELC3,43,0.017564723969381153
20250612,LAI,ELC3,44,0.012265495072000327
20250612,LAI,ELC3,45,0.06257625676761511
20250612,LNC,RTM,1,0.004755561620307665
20250612,LNC,RTM,2,0.0027318002484881428
20250612,LNC,RTM,3,0.002165344158117981
20250612,LNC,RTM,4,0.0026775554915723153
20250612,LNC,RTM,5,0.0045522626927246195
20250612,LNC,RTM,6,0.004510704927774013
20250612,LNC,RTM,7,0.004865299769296796
20250612,LNC,RTM,8,0.00507661622095845
20250612,LNC,RTM,9,0.0031660985942348063
20250612,LNC,RTM,10,0.007279722757668611
20250612,LNC,RTM,11,0.0045783175084942365
20250612,LNC,RTM,12,0.014658790015203404
20250612,LNC,RTM,13,0.03244612791171006
20250612,LNC,RTM,14,0.01770522665334192
20250612,LNC,RTM,15,0.021409811964840868
20250612,LNC,RTM,16,0.0030444229451347276
20250612,LNC,RTM,17,0.009022709621869397
20250612,LNC,RTM,18,0.017278427605185963
20250612,LNC,RTM,19,0.013182286782168665
20250612,LNC,RTM,20,0.017426698905045345
20250612,LNC,RTM,21,0.011714419603782838
20250612,LNC,RTM,22,0.010148364493981136
20250612,LNC,RTM,23,0.013958683220600579
20250612,LNC,RTM,24,0.05374684495062585
20250612,LNC,RTM,25,0.03898442175066306
20250612,LNC,RTM,26,0.03865029665376555
20250612,LNC,RTM,27,0.049633406160969354
20250612,LNC,RTM,28,0.02460123497998134
20250612,LNC,RTM,29,0.035162451098619894
20250612,LNC,RTM,30,0.04129070186923653
20250612,LNC,RTM,31,0.041868873493093234
20250612,LNC,RTM,32,0.02331452882293486
20250612,LNC,RTM,33,0.023318404277414197
20250612,LNC,RTM,34,0.03718713498543459
20250612,LNC,RTM,35,0.06521335910527118
20250612,LNC,RTM,36,0.015472185977974682
20250612,LNC,RTM,37,0.021291698157670076
20250612,LNC,RTM,38,0.02703472323358703
20250612,LNC,RTM,39,0.036686860633996315
20250612,LNC,RTM,40,0.02306169944629754
20250612,LNC,RTM,41,0.037733474584774246
20250612,LNC,RTM,42,0.01151589379554464
20250612,LNC,RTM,43,0.04633803922197387
20250612,LNC,RTM,44,0.04550151690782485
20250612,LNC,RTM,45,0.034036996179844646
20250612,LNC,ELC,1,0.0015454058523687924
20250612,LNC,ELC,2,0.0014522719767403637
20250612,LNC,ELC,3,0.0016422471271954262
20250612,LNC,ELC,4,0.0025767172134548502
20250612,LNC,ELC,5,0.002359053097884662
20250612,LNC,ELC,6,0.002135576338426759
20250612,LNC,ELC,7,0.00286582131508619
20250612,LNC,ELC,8,0.0032528523641681866
20250612,LNC,ELC,9,0.002146479393773471
20250612,LNC,ELC,10,0.0036737087280199346
20250612,LNC,ELC,11,0.002887893707387206
20250612,LNC,ELC,12,0.005561855041779987
20250612,LNC,ELC,13,0.02643408647292736
20250612,LNC,ELC,14,0.021093369702811355
20250612,LNC,ELC,15,0.007641268420044203
20250612,LNC,ELC,16,0.004086724738635647
20250612,LNC,ELC,17,0.007568552350051541
20250612,LNC,ELC,18,0.015340648654103206
20250612,LNC,ELC,19,0.008432020838444755
20250612,LNC,ELC,20,0.01851452203744173
20250612,LNC,ELC,21,0.011566128863837087
20250612,LNC,ELC,22,0.009977104257648665
20250612,LNC,ELC,23,0.01936942783228262
20250612,LNC,ELC,24,0.03805842695951498
20250612,LNC,ELC,25,0.03138706186544056
20250612,LNC,ELC,26,0.041040771342870014
20250612,LNC,ELC,27,0.042448790100905534
20250612,LNC,ELC,28,0.03335136575707736
20250612,LNC,ELC,29,0.037091968219882865
20250612,LNC,ELC,30,0.045855766393055934
20250612,LNC,ELC,31,0.057925286237972176
20250612,LNC,ELC,32,0.022272920218497798
20250612,LNC,ELC,33,0.027295684069683402
20250612,LNC,ELC,34,0.04258445290958508
20250612,LNC,ELC,35,0.05807536797453909
20250612,LNC,ELC,36,0.02526549558508716
20250612,LNC,ELC,37,0.028549372376517945
20250612,LNC,ELC,38,0.02120480923427063
20250612,LNC,ELC,39,0.02990621772293652
20250612,LNC,ELC,40,0.029778095458415744
20250612,LNC,ELC,41,0.02090348859693828
20250612,LNC,ELC,42,0.003064572282330727
20250612,LNC,ELC,43,0.04474227663054738
20250612,LNC,ELC,44,0.06428795977174043
20250612,LNC,ELC,45,0.07278611396767647
20250612,LNC,ELC3,1,0.0015454058523687924
20250612,LNC,ELC3,2,0.0014522719767403637
20250612,LNC,ELC3,3,0.0016422471271954262
20250612,LNC,ELC3,4,0.0025767172134548502
20250612,LNC,ELC3,5,0.002359053097884662
20250612,LNC,ELC3,6,0.002135576338426759
20250612,LNC,ELC3,7,0.00286582131508619
20250612,LNC,ELC3,8,0.0032528523641681866
20250612,LNC,ELC3,9,0.002146479393773471
20250612,LNC,ELC3,10,0.0036737087280199346
20250612,LNC,ELC3,11,0.002887893707387206
20250612,LNC,ELC3,12,0.005561855041779987
20250612,LNC,ELC3,13,0.02643408647292736
20250612,LNC,ELC3,14,0.021093369702811355
20250612,LNC,ELC3,15,0.007641268420044203
20250612,LNC,ELC3,16,0.004086724738635647
20250612,LNC,ELC3,17,0.007568552350051541
20250612,LNC,ELC3,18,0.015340648654103206
20250612,LNC,ELC3,19,0.008432020838444755
20250612,LNC,ELC3,20,0.01851452203744173
20250612,LNC,ELC3,21,0.011566128863837087
20250612,LNC,ELC3,22,0.009977104257648665
20250612,LNC,ELC3,23,0.01936942783228262
20250612,LNC,ELC3,24,0.03805842695951498
20250612,LNC,ELC3,25,0.03138706186544056
20250612,LNC,ELC3,26,0.041040771342870014
20250612,LNC,ELC3,27,0.042448790100905534
20250612,LNC,ELC3,28,0.03335136575707736
20250612,LNC,ELC3,29,0.037091968219882865
20250612,LNC,ELC3,30,0.045855766393055934
20250612,LNC,ELC3,31,0.057925286237972176
20250612,LNC,ELC3,32,0.022272920218497798
20250612,LNC,ELC3,33,0.027295684069683402
20250612,LNC,ELC3,34,0.04258445290958508
20250612,LNC,ELC3,35,0.05807536797453909
20250612,LNC,ELC3,36,0.02526549558508716
20250612,LNC,ELC3,37,0.028549372376517945
20250612,LNC,ELC3,38,0.02120480923427063
20250612,LNC,ELC3,39,0.02990621772293652
20250612,LNC,ELC3,40,0.029778095458415744
20250612,LNC,ELC3,41,0.02090348859693828
20250612,LNC,ELC3,42,0.003064572282330727
20250612,LNC,ELC3,43,0.04474227663054738
20250612,LNC,ELC3,44,0.06428795977174043
20250612,LNC,ELC3,45,0.07278611396767647
20250612,CNC,RTM,1,0.007272665953139863
20250612,CNC,RTM,2,0.0033908037207151616
20250612,CNC,RTM,3,0.003463475939648354
20250612,CNC,RTM,4,0.009322917939519306
20250612,CNC,RTM,5,0.005372561868296043
20250612,CNC,RTM,6,0.004428265586680644
20250612,CNC,RTM,7,0.004990057581564398
20250612,CNC,RTM,8,0.007285025902899624
20250612,CNC,RTM,9,0.0038545712163995565
20250612,CNC,RTM,10,0.005873942075898331
20250612,CNC,RTM,11,0.007853487745320306
20250612,CNC,RTM,12,0.010392153198729963
20250612,CNC,RTM,13,0.025389799409573765
20250612,CNC,RTM,14,0.018487493281410368
20250612,CNC,RTM,15,0.022119668151077753
20250612,CNC,RTM,16,0.006082045617666147
20250612,CNC,RTM,17,0.007475994615863554
20250612,CNC,RTM,18,0.016983043766139717
20250612,CNC,RTM,19,0.012971305171920688
20250612,CNC,RTM,20,0.022297483044588458
20250612,CNC,RTM,21,0.008409864997118963
20250612,CNC,RTM,22,0.01034958651174903
20250612,CNC,RTM,23,0.028934493785801468
20250612,CNC,RTM,24,0.11000046090751989
20250612,CNC,RTM,25,0.08154861121424506
20250612,CNC,RTM,26,0.040012214120859216
20250612,CNC,RTM,27,0.025350836557413724
20250612,CNC,RTM,28,0.023228907291369134
20250612,CNC,RTM,29,0.029066971663065523
20250612,CNC,RTM,30,0.028828013317997243
20250612,CNC,RTM,31,0.029783882580822773
20250612,CNC,RTM,32,0.022980466283625944
20250612,CNC,RTM,33,0.017590888801448618
20250612,CNC,RTM,34,0.032591390323628434
20250612,CNC,RTM,35,0.04158152805812832
20250612,CNC,RTM,36,0.015561958538760823
20250612,CNC,RTM,37,0.01888915264787992
20250612,CNC,RTM,38,0.02228016068917432
20250612,CNC,RTM,39,0.03507362830442394
20250612,CNC,RTM,40,0.02530089801939949
20250612,CNC,RTM,41,0.026834259342220647
20250612,CNC,RTM,42,0.0153113704405202
20250612,CNC,RTM,43,0.031260292824982674
20250612,CNC,RTM,44,0.04502884513373407
20250612,CNC,RTM,45,0.028894555857058562
20250612,CNC,ELC,1,0.009263503967833306
20250612,CNC,ELC,2,0.005159458895155683
20250612,CNC,ELC,3,0.008713700442792538
20250612,CNC,ELC,4,0.006181428235658951
20250612,CNC,ELC,5,0.007928888617311015
20250612,CNC,ELC,6,0.005658994709370271
20250612,CNC,ELC,7,0.006590097660589281
20250612,CNC,ELC,8,0.011223386865570374
20250612,CNC,ELC,9,0.004683058310875119
20250612,CNC,ELC,10,0.017950622862755068
20250612,CNC,ELC,11,0.008244496418530829
20250612,CNC,ELC,12,0.006832902729448076
20250612,CNC,ELC,13,0.012328485558053598
20250612,CNC,ELC,14,0.009256215216252755
20250612,CNC,ELC,15,0.006433462591192303
20250612,CNC,ELC,16,0.008014989791962053
20250612,CNC,ELC,17,0.011460748535677814
20250612,CNC,ELC,18,0.004019139886344392
20250612,CNC,ELC,19,0.005047595879645224
20250612,CNC,ELC,20,0.010814033683896784
20250612,CNC,ELC,21,0.00691402108811164
20250612,CNC,ELC,22,0.008677825138154875
20250612,CNC,ELC,23,0.029562364090136
20250612,CNC,ELC,24,0.05500114993566112
20250612,CNC,ELC,25,0.0463012493527302
20250612,CNC,ELC,26,0.05183861828027283
20250612,CNC,ELC,27,0.06384598103614458
20250612,CNC,ELC,28,0.046190005027063566
20250612,CNC,ELC,29,0.028478858635609207
20250612,CNC,ELC,30,0.036921471946758926
20250612,CNC,ELC,31,0.029160118483421
20250612,CNC,ELC,32,0.023596430520205942
20250612,CNC,ELC,33,0.02237134089565871
20250612,CNC,ELC,34,0.02719903047635982
20250612,CNC,ELC,35,0.04413442995615581
20250612,CNC,ELC,36,0.013789922932826115
20250612,CNC,ELC,37,0.02378348737310551
20250612,CNC,ELC,38,0.025372583136601828
20250612,CNC,ELC,39,0.021451278914442255
20250612,CNC,ELC,40,0.023315212556629966
20250612,CNC,ELC,41,0.03577936751202935
20250612,CNC,ELC,42,0.02389914033074725
20250612,CNC,ELC,43,0.0276847721249344
20250612,CNC,ELC,44,0.053818456014750125
20250612,CNC,ELC,45,0.06510767338257356
20250612,CNC,ELC3,1,0.009263503967833306
20250612,CNC,ELC3,2,0.005159458895155683
20250612,CNC,ELC3,3,0.008713700442792538
20250612,CNC,ELC3,4,0.006181428235658951
20250612,CNC,ELC3,5,0.007928888617311015
20250612,CNC,ELC3,6,0.005658994709370271
20250612,CNC,ELC3,7,0.006590097660589281
20250612,CNC,ELC3,8,0.011223386865570374
20250612,CNC,ELC3,9,0.004683058310875119
20250612,CNC,ELC3,10,0.017950622862755068
20250612,CNC,ELC3,11,0.008244496418530829
20250612,CNC,ELC3,12,0.006832902729448076
20250612,CNC,ELC3,13,0.012328485558053598
20250612,CNC,ELC3,14,0.009256215216252755
20250612,CNC,ELC3,15,0.006433462591192303
20250612,CNC,ELC3,16,0.008014989791962053
20250612,CNC,ELC3,17,0.011460748535677814
20250612,CNC,ELC3,18,0.004019139886344392
20250612,CNC,ELC3,19,0.005047595879645224
20250612,CNC,ELC3,20,0.010814033683896784
20250612,CNC,ELC3,21,0.00691402108811164
20250612,CNC,ELC3,22,0.008677825138154875
20250612,CNC,ELC3,23,0.029562364090136
20250612,CNC,ELC3,24,0.05500114993566112
20250612,CNC,ELC3,25,0.0463012493527302
20250612,CNC,ELC3,26,0.05183861828027283
20250612,CNC,ELC3,27,0.06384598103614458
20250612,CNC,ELC3,28,0.046190005027063566
20250612,CNC,ELC3,29,0.028478858635609207
20250612,CNC,ELC3,30,0.036921471946758926
20250612,CNC,ELC3,31,0.029160118483421
20250612,CNC,ELC3,32,0.023596430520205942
20250612,CNC,ELC3,33,0.02237134089565871
20250612,CNC,ELC3,34,0.02719903047635982
20250612,CNC,ELC3,35,0.04413442995615581
20250612,CNC,ELC3,36,0.013789922932826115
20250612,CNC,ELC3,37,0.02378348737310551
20250612,CNC,ELC3,38,0.025372583136601828
20250612,CNC,ELC3,39,0.021451278914442255
20250612,CNC,ELC3,40,0.023315212556629966
20250612,CNC,ELC3,41,0.03577936751202935
20250612,CNC,ELC3,42,0.02389914033074725
20250612,CNC,ELC3,43,0.0276847721249344
20250612,CNC,ELC3,44,0.053818456014750125
20250612,CNC,ELC3,45,0.06510767338257356
20250625,LMA,RTM,1,0.026750096698111514
20250625,LMA,RTM,2,0.02700397888708535
20250625,LMA,RTM,3,0.024255193487725972
20250625,LMA,RTM,4,0.03663699359060906
20250625,LMA,RTM,5,0.06583290961680639
20250625,LMA,RTM,6,0.0846138441171895
20250625,LMA,RTM,7,0.09204095598246856
20250625,LMA,RTM,8,0.032246122748296094
20250625,LMA,RTM,9,0.028673307428564006
20250625,LMA,RTM,10,0.029901030399080313
20250625,LMA,RTM,11,0.03177767822237818
20250625,LMA,RTM,12,0.025051508430146863
20250625,LMA,RTM,13,0.013994101167879594
20250625,LMA,RTM,14,0.01139795494892571
20250625,LMA,RTM,15,0.01299766223457699
20250625,LMA,RTM,16,0.012385624489151939
20250625,LMA,RTM,17,0.009844286607751709
20250625,LMA,RTM,18,0.012173408020646802
20250625,LMA,RTM,19,0.009282728677577798
20250625,LMA,RTM,20,0.010366552749234734
20250625,LMA,RTM,21,0.008305308997318628
20250625,LMA,RTM,22,0.011671738852459666
20250625,LMA,RTM,23,0.008264616181464512
20250625,LMA,RTM,24,0.01697560639516532
20250625,LMA,RTM,25,0.013295174614762156
20250625,LMA,RTM,26,0.01792486052905269
20250625,LMA,RTM,27,0.04004695463851478
20250625,LMA,RTM,28,0.019093200830892724
20250625,LMA,RTM,29,0.025233150408969916
20250625,LMA,RTM,30,0.02391488250650362
20250625,LMA,RTM,31,0.011862067578686674
20250625,LMA,RTM,32,0.014043387570620638
20250625,LMA,RTM,33,0.016191323657269392
20250625,LMA,RTM,34,0.014285841171563096
20250625,LMA,RTM,35,0.014520158360660987
20250625,LMA,RTM,36,0.013664644531467407
20250625,LMA,RTM,37,0.01453184606678819
20250625,LMA,RTM,38,0.0179418092891283
20250625,LMA,RTM,39,0.01374984628770835
20250625,LMA,RTM,40,0.012142116249274137
20250625,LMA,RTM,41,0.015011929398409863
20250625,LMA,RTM,42,0.010302367454646915
20250625,LMA,RTM,43,0.01509121159315339
20250625,LMA,RTM,44,0.017495885576336627
20250625,LMA,RTM,45,0.01721413275497497
20250625,LMA,ELC,1,0.01970696209490063
20250625,LMA,ELC,2,0.030148801244156753
20250625,LMA,ELC,3,0.029280095504356406
20250625,LMA,ELC,4,0.07133531552397701
20250625,LMA,ELC,5,0.057888060603859835
20250625,LMA,ELC,6,0.0714119669718378
20250625,LMA,ELC,7,0.0682626957323658
20250625,LMA,ELC,8,0.04904988568947801
20250625,LMA,ELC,9,0.034362912964825076
20250625,LMA,ELC,10,0.04485451500051005
20250625,LMA,ELC,11,0.03643556422094762
20250625,LMA,ELC,12,0.023309900298221276
20250625,LMA,ELC,13,0.014823395684812075
20250625,LMA,ELC,14,0.00895853614205919
20250625,LMA,ELC,15,0.005894503813698285
20250625,LMA,ELC,16,0.012598394097433019
20250625,LMA,ELC,17,0.008325475930725124
20250625,LMA,ELC,18,0.011059564328335157
20250625,LMA,ELC,19,0.009555047954077927
20250625,LMA,ELC,20,0.007598956534683442
20250625,LMA,ELC,21,0.008162414084764334
20250625,LMA,ELC,22,0.01010215759851522
20250625,LMA,ELC,23,0.010508147484358446
20250625,LMA,ELC,24,0.010797349373194197
20250625,LMA,ELC,25,0.011157848692298616
20250625,LMA,ELC,26,0.016148840031512766
20250625,LMA,ELC,27,0.02044443082724607
20250625,LMA,ELC,28,0.01817182486594434
20250625,LMA,ELC,29,0.02131376730757063
20250625,LMA,ELC,30,0.019445142132098064
20250625,LMA,ELC,31,0.013983348699746035
20250625,LMA,ELC,32,0.018945317549206996
20250625,LMA,ELC,33,0.01294969780415815
20250625,LMA,ELC,34,0.012953700020224643
20250625,LMA,ELC,35,0.02129464031236103
20250625,LMA,ELC,36,0.01579496887661445
20250625,LMA,ELC,37,0.014531741476440785
20250625,LMA,ELC,38,0.016188707848955187
20250625,LMA,ELC,39,0.014922904239990747
20250625,LMA,ELC,40,0.010372345910605046
20250625,LMA,ELC,41,0.010467468092634833
20250625,LMA,ELC,42,0.0070204565361641855
20250625,LMA,ELC,43,0.013837146830636865
20250625,LMA,ELC,44,0.02010392573021193
20250625,LMA,ELC,45,0.03552115733928597
20250625,LMA,ELC3,1,0.01970696209490063
20250625,LMA,ELC3,2,0.030148801244156753
20250625,LMA,ELC3,3,0.029280095504356406
20250625,LMA,ELC3,4,0.07133531552397701
20250625,LMA,ELC3,5,0.057888060603859835
20250625,LMA,ELC3,6,0.0714119669718378
20250625,LMA,ELC3,7,0.0682626957323658
20250625,LMA,ELC3,8,0.04904988568947801
20250625,LMA,ELC3,9,0.034362912964825076
20250625,LMA,ELC3,10,0.04485451500051005
20250625,LMA,ELC3,11,0.03643556422094762
20250625,LMA,ELC3,12,0.023309900298221276
20250625,LMA,ELC3,13,0.014823395684812075
20250625,LMA,ELC3,14,0.00895853614205919
20250625,LMA,ELC3,15,0.005894503813698285
20250625,LMA,ELC3,16,0.012598394097433019
20250625,LMA,ELC3,17,0.008325475930725124
20250625,LMA,ELC3,18,0.011059564328335157
20250625,LMA,ELC3,19,0.009555047954077927
20250625,LMA,ELC3,20,0.007598956534683442
20250625,LMA,ELC3,21,0.008162414084764334
20250625,LMA,ELC3,22,0.01010215759851522
20250625,LMA,ELC3,23,0.010508147484358446
